fighter_id,fighter_name,fighter_dob,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_wins,fighter_losses,fighter_draws,fighter_slpm,fighter_str_acc_%,fighter_sapm,fighter_str_def_%,fighter_td_avg,fighter_td_acc_%,fighter_td_def_%,fighter_sub_avg,fighter_url,median_knockdowns,median_sig_strike_atts,median_sig_strikes,median_tot_strike_atts,median_tot_strikes,median_takedown_atts,median_takedowns,median_clinch_atts,median_clinchs,median_ctrl_time,median_total_fight_time,median_submissions,median_reversals,median_head_strike_atts,median_head_strikes,median_body_strike_atts,median_body_strikes,median_leg_strike_atts,median_leg_strikes,median_dist_strike_atts,median_dist_strikes,median_ground_atts,median_grounds
2621,Ian Murphy,1985-06-14,185.42,185.0,,Orthodox,1,1,0,0.0,0.0,1.93,0.3,4.13,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/de25520d54eab12d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,Jon Murphy,1977-08-09,190.5,260.0,,Orthodox,6,4,0,3.93,0.66,8.85,0.43,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1b5c146ee7b86e34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,Lauren Murphy,1983-07-27,165.1,125.0,170.18,Orthodox,16,6,0,4.05,0.39,5.25,0.55,1.03,0.25,0.69,0.1,http://www.ufcstats.com/fighter-details/729d4bd5a6cd0a97,0.0,170.5,73.0,205.0,99.5,4.0,1.0,9.5,5.5,197.5,900.0,0.0,0.0,136.0,53.0,15.0,8.5,8.0,6.0,135.0,51.0,4.0,3.5
2624,Patrick Murphy,,182.88,170.0,,,5,3,0,3.4,0.66,0.8,0.42,0.0,0.0,0.5,1.0,http://www.ufcstats.com/fighter-details/eca7e064746c161a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,Lerone Murphy,1991-07-22,175.26,145.0,185.42,Orthodox,14,0,1,5.01,0.54,2.6,0.6,1.59,0.52,0.46,0.6,http://www.ufcstats.com/fighter-details/396fe87b84ac2e1c,0,109,48,131,60,5,3,8,7,138.0,900,0,0,81,29,11,8,9,7,61,24,5,4
2626,Lee Murray,1977-09-12,190.5,185.0,,Orthodox,8,2,1,0.36,0.15,3.28,0.32,0.9,1.0,0.42,1.8,http://www.ufcstats.com/fighter-details/32016899d0a222a3,0,1,0,4,2,0,0,0,0,0.0,105,2,0,1,0,0,0,0,0,1,0,0,0
2627,Jesse Murray,1993-01-26,190.5,205.0,198.12,Orthodox,8,4,0,2.38,0.28,7.72,0.43,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d0147e906106cd2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,Khalid Murtazaliev,1993-07-15,182.88,185.0,193.04,Orthodox,14,2,0,4.8,0.69,0.4,0.78,7.5,1.0,0.33,0.0,http://www.ufcstats.com/fighter-details/231cae8b77fbbcc1,0,69,48,74,53,5,5,3,3,359.0,600,0,1,53,33,12,11,4,4,12,8,54,37
2629,Azamat Murzakanov,1989-04-12,177.8,205.0,180.34,Southpaw,14,0,0,4.57,0.57,3.12,0.57,0.75,0.16,0.83,0.0,http://www.ufcstats.com/fighter-details/e90a2f22417af68e,0.0,91.5,44.0,96.5,49.0,0.5,0.0,3.5,2.5,35.0,661.0,0.0,0.0,64.0,24.0,14.0,9.5,14.0,9.5,85.0,39.0,0.0,0.0
2630,Josias Musasa,1999-10-10,,145.0,,,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/723b64c0e9a8f348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,Nicholas Musoke,1986-04-05,182.88,170.0,190.5,Orthodox,13,5,0,3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2,http://www.ufcstats.com/fighter-details/8b5f9ea38184ded3,0.0,164.5,57.0,186.5,68.5,3.0,0.5,4.5,3.5,115.0,900.0,0.0,0.0,135.5,38.0,11.5,10.0,4.5,4.0,143.0,48.0,3.0,2.5
2632,Andre Mussi,,190.5,242.0,,Orthodox,11,5,0,0.0,0.0,10.59,0.35,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d0d43cb9b14f231c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,Magomed Mustafaev,1988-08-02,172.72,155.0,180.34,Orthodox,14,4,0,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4,http://www.ufcstats.com/fighter-details/31d7446b184e3305,0,28,20,54,36,3,2,3,7,288.0,504,0,0,21,10,7,7,4,4,12,8,8,6
2634,Max Mustaki,1987-11-07,182.88,155.0,,Orthodox,6,3,0,8.2,0.5,13.0,0.45,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f4c40f8a64d3151d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,Elvis Mutapcic,1986-07-19,182.88,185.0,182.88,Orthodox,15,6,1,3.41,0.4,4.27,0.38,0.0,0.0,0.81,0.0,http://www.ufcstats.com/fighter-details/28c55b4087a6f136,0,83,57,103,79,6,1,6,5,258.0,900,0,0,68,33,8,7,11,11,55,29,25,14
2636,Fiona Muxlow,1977-05-13,162.56,145.0,,,6,3,0,1.44,0.27,5.45,0.34,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/062e57ca1a3c95a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,Ho Bae Myeon,,180.34,168.0,,Orthodox,13,5,1,3.16,0.16,3.16,0.83,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2719f300b0439039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,Katsuhiko Nagata,1973-10-31,170.18,154.0,,Southpaw,6,7,3,1.05,0.19,1.5,0.63,0.98,0.28,0.28,0.0,http://www.ufcstats.com/fighter-details/d5ae8074631762fc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2639,Yuji Nagata,1968-04-24,182.88,225.0,,Orthodox,0,2,0,1.45,0.4,14.46,0.04,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e49c2db95e572dc8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,Greg Nagy,1983-10-18,185.42,210.0,,Orthodox,1,3,0,0.41,0.5,2.69,0.37,0.0,0.0,0.0,1.2,http://www.ufcstats.com/fighter-details/342422bb6ced1e8d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,Logan Nail,1989-06-20,,185.0,,,1,1,0,1.93,0.51,2.27,0.39,0.0,0.0,0.37,0.0,http://www.ufcstats.com/fighter-details/47e0b5833e6bc91a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,Muhammad Naimov,1994-08-07,175.26,145.0,177.8,Orthodox,11,3,0,3.18,0.43,4.28,0.42,1.8,0.3,0.57,0.0,http://www.ufcstats.com/fighter-details/8d11d9c13e2ccdf7,0.0,71.5,34.5,83.5,47.5,6.0,1.5,6.5,3.5,152.0,577.0,0.0,0.0,50.0,14.5,11.0,6.0,9.0,8.5,56.0,26.5,3.5,1.0
2643,Yukiya Naito,,185.42,205.0,,Orthodox,15,6,2,1.54,0.33,5.13,0.6,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7be328bb3c2ea22e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2644,Yura Naito,,,185.0,,,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/50c469e0cb73be10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,Andrews Nakahara,1983-03-12,185.42,185.0,,Orthodox,5,4,2,2.68,0.44,1.9,0.57,0.0,0.0,0.72,0.4,http://www.ufcstats.com/fighter-details/7a9ca95a92d7b64c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,Rin Nakai,1986-10-22,154.94,135.0,,Orthodox,19,2,1,1.57,0.33,3.9,0.6,3.0,0.18,0.75,0.5,http://www.ufcstats.com/fighter-details/f9ae6914f604aa9f,0.0,69.5,23.5,105.0,55.0,16.0,3.0,19.0,9.0,284.0,900.0,0.5,0.0,54.5,16.5,12.5,5.0,2.5,2.0,52.0,14.5,1.0,0.0
2647,Kazuhiro Nakamura,1979-07-16,180.34,205.0,177.8,Orthodox,21,13,0,1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6,http://www.ufcstats.com/fighter-details/b034747dc1d15491,0.0,27.0,10.5,33.5,16.5,5.0,1.0,19.5,6.0,53.5,600.0,0.0,0.0,19.5,3.5,5.5,5.0,2.0,2.0,18.0,4.5,0.5,0.0
2648,Keita Nakamura,1984-05-22,180.34,170.0,185.42,Southpaw,34,10,2,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,http://www.ufcstats.com/fighter-details/65ddc8a9ac4e8531,0,86,40,113,64,2,0,7,4,45.0,900,0,0,63,26,7,5,4,3,74,27,4,4
2649,Daisuke Nakamura,1980-06-10,170.18,154.0,,Orthodox,28,19,1,0.94,0.3,1.38,0.61,0.46,0.4,0.3,3.6,http://www.ufcstats.com/fighter-details/a196332ee4aa8a82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,Yusaku Nakamura,1986-06-21,165.1,145.0,,,14,4,1,1.72,0.45,3.67,0.55,0.0,0.0,0.83,0.0,http://www.ufcstats.com/fighter-details/03e8df49c4a059ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2651,Rinya Nakamura,1995-03-23,170.18,135.0,172.72,Southpaw,9,0,0,3.53,0.54,1.38,0.67,3.72,0.9,1.0,1.6,http://www.ufcstats.com/fighter-details/d8c811df0386d5e8,0,57,36,84,56,3,3,0,0,566.0,900,0,0,31,16,7,6,2,2,10,7,13,11
2652,Tokitaka Nakanishi,1996-07-28,167.64,135.0,167.64,Orthodox,12,3,0,0.87,0.3,1.53,0.46,4.0,0.66,0.0,0.0,http://www.ufcstats.com/fighter-details/eb9446a4f44e19cf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,Jutaro Nakao,1970-11-30,175.26,170.0,,Southpaw,25,19,4,0.53,0.38,1.06,0.44,0.38,0.5,0.56,0.0,http://www.ufcstats.com/fighter-details/95eb112a85601a0a,0.5,14.0,6.0,20.0,12.0,0.5,0.0,3.0,1.0,127.0,607.5,0.0,0.0,8.0,2.0,3.0,1.0,3.0,3.0,10.0,4.0,1.0,1.0
2654,Yoshihiro Nakao,1972-06-25,182.88,220.0,,Southpaw,9,3,0,1.73,0.35,2.06,0.64,2.69,0.46,0.0,0.5,http://www.ufcstats.com/fighter-details/e18012194473e8b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,Yui Chul Nam,1981-07-16,175.26,145.0,,Orthodox,18,8,1,3.53,0.51,2.0,0.48,1.33,0.16,0.57,0.3,http://www.ufcstats.com/fighter-details/a00ec21cfbba17b6,0,55,31,167,97,12,3,23,12,380.0,900,0,0,52,28,5,4,1,1,16,5,5,2
2656,Tyson Nam,1983-10-06,170.18,125.0,172.72,Orthodox,21,14,1,3.87,0.33,4.97,0.65,0.0,0.0,0.87,0.0,http://www.ufcstats.com/fighter-details/6e00cfffd54653c4,0.0,142.5,57.0,143.0,57.0,0.0,0.0,2.5,2.0,2.0,641.5,0.0,0.0,103.5,27.0,12.0,7.0,5.0,4.5,128.0,45.0,0.5,0.5
2657,Rose Namajunas,1992-06-29,165.1,125.0,165.1,Orthodox,14,6,0,3.7,0.42,3.38,0.64,1.55,0.53,0.59,0.4,http://www.ufcstats.com/fighter-details/47b63240018d5d86,0.0,140.5,56.0,159.0,68.0,2.0,1.0,5.0,3.5,75.5,900.0,0.0,0.0,123.5,39.0,14.5,11.0,5.5,4.0,127.0,45.5,2.0,1.5
2658,Yasuhito Namekawa,1974-10-27,175.26,205.0,,Orthodox,25,16,4,0.14,0.5,3.65,0.38,2.11,0.25,0.0,4.2,http://www.ufcstats.com/fighter-details/6083f497c22cc075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,Nad Narimani,1987-04-14,172.72,145.0,177.8,Orthodox,12,4,0,3.33,0.42,3.0,0.58,1.92,0.41,0.7,0.0,http://www.ufcstats.com/fighter-details/776a58a67665a171,0.0,85.5,31.5,100.0,58.0,0.5,0.0,11.0,4.5,22.0,900.0,0.0,0.0,70.5,20.5,9.0,6.0,7.5,5.0,82.0,24.5,3.0,2.5
2660,Roger Narvaez,1983-09-09,190.5,185.0,,Southpaw,8,3,0,2.12,0.37,3.32,0.64,0.0,0.0,0.5,0.9,http://www.ufcstats.com/fighter-details/3a12a2f096a6d975,0,49,16,50,17,0,0,3,0,0.0,547,0,0,34,7,10,6,5,3,49,16,0,0
2661,Fabio Nascimento,,177.8,185.0,,Orthodox,11,6,0,2.94,0.38,4.63,0.55,0.0,0.0,0.55,0.8,http://www.ufcstats.com/fighter-details/307064d3e0f036c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,Allan Nascimento,1991-09-11,172.72,125.0,175.26,Orthodox,20,6,0,3.21,0.61,2.28,0.5,1.55,0.26,0.16,0.9,http://www.ufcstats.com/fighter-details/253076a23d03dcd0,0,29,8,47,26,4,2,0,0,230.0,900,1,1,25,5,3,2,2,1,20,6,8,4
2663,Rodrigo Nascimento,1992-11-26,187.96,246.0,203.2,Orthodox,11,2,0,4.05,0.49,4.62,0.43,1.23,0.37,0.76,0.6,http://www.ufcstats.com/fighter-details/d31a5546c0e9b213,0,77,49,104,73,1,0,3,3,141.0,649,0,0,42,20,11,9,11,9,64,36,4,3
2664,Bobby Nash,1990-03-26,182.88,170.0,187.96,Orthodox,8,4,0,3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6,http://www.ufcstats.com/fighter-details/7dfb56f24fe5ddea,0,63,25,91,46,4,1,8,7,181.0,539,0,0,45,15,3,3,6,5,53,18,0,0
2665,Reza Nasri,,180.34,205.0,,Orthodox,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d41937647eae9a34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,Nasrudin Nasrudinov,1991-10-06,182.88,205.0,180.34,Orthodox,9,1,0,1.03,0.87,0.29,0.75,2.2,0.5,0.4,0.0,http://www.ufcstats.com/fighter-details/769fa803bf9d2e3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,Pawel Nastula,1970-06-26,182.88,230.0,,Southpaw,5,6,0,1.3,0.43,1.73,0.5,3.0,0.6,0.0,1.5,http://www.ufcstats.com/fighter-details/154a6b3ffae264cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,Rafael Natal,1982-12-25,182.88,185.0,195.58,Orthodox,21,9,1,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,http://www.ufcstats.com/fighter-details/0dba4df5f34d5ff0,0,80,43,103,61,3,1,4,2,178.0,900,0,0,56,22,8,6,11,8,51,24,6,4
2669,Kevin Natividad,1993-04-02,167.64,135.0,177.8,Orthodox,9,4,0,2.68,0.34,4.29,0.47,3.66,0.5,0.83,0.0,http://www.ufcstats.com/fighter-details/0c258d1d8e16e5f1,0,81,33,109,38,1,0,5,2,0.0,771,0,0,70,23,7,5,3,2,55,23,0,0
2670,Ismail Naurdiev,1996-08-18,177.8,170.0,187.96,Orthodox,19,4,0,3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2,http://www.ufcstats.com/fighter-details/6a96ad1bc34fb113,0.0,65.0,29.0,85.0,47.0,2.5,2.5,1.0,2.5,183.0,900.0,0.0,0.0,48.0,14.5,10.5,9.0,7.5,6.5,55.5,23.0,2.5,2.0
2671,Danny Navarro,1983-05-27,177.8,155.0,,,17,7,0,3.83,0.32,4.62,0.57,2.17,0.25,1.0,0.0,http://www.ufcstats.com/fighter-details/618f72750ec50b05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,Marcio Navarro,1978-09-17,182.88,155.0,,,14,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/52f7d300738961ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,Tafon Nchukwi,1994-10-14,182.88,185.0,195.58,Orthodox,6,4,0,5.57,0.52,4.11,0.54,0.76,0.57,0.64,0.0,http://www.ufcstats.com/fighter-details/6aae253467e8f9ce,0.0,121.5,51.0,130.5,59.0,0.0,0.0,6.0,4.0,8.0,900.0,0.0,0.0,82.0,16.5,18.5,14.5,9.0,9.0,104.5,46.5,0.0,0.0
2674,Dustin Neace,1986-09-12,175.26,145.0,175.26,,25,21,1,2.08,0.32,2.66,0.56,0.0,0.0,0.0,1.7,http://www.ufcstats.com/fighter-details/e503aa5c252a1b4d,0,55,18,72,35,1,0,0,0,55.0,518,1,0,47,10,4,4,4,4,51,15,3,3
2675,Josh Neal,,182.88,185.0,,,5,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/0b534765dca35e71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2676,Joe Neal,1986-07-29,167.64,135.0,,,6,2,0,1.87,0.19,3.8,0.66,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5751267660c734cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,Geoff Neal,1990-08-28,180.34,170.0,190.5,Southpaw,15,6,0,4.97,0.5,5.47,0.57,0.46,0.44,0.87,0.1,http://www.ufcstats.com/fighter-details/b997be68943010fc,0,145,59,145,64,0,0,8,6,23.0,857,0,0,136,41,9,5,4,3,129,46,0,0
2678,Stanislav Nedkov,1981-12-09,180.34,205.0,180.34,Orthodox,12,2,0,3.33,0.43,5.39,0.43,2.77,0.41,0.0,0.0,http://www.ufcstats.com/fighter-details/1d4bbaabd8b60173,0.5,60.5,23.5,65.5,27.0,2.5,0.0,21.0,8.5,85.0,417.5,0.0,0.0,54.5,18.0,2.0,0.5,0.0,0.0,26.5,5.0,6.0,3.5
2679,Josh Neer,1983-03-24,180.34,170.0,182.88,Orthodox,36,16,1,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,http://www.ufcstats.com/fighter-details/d1a1314976c50bef,0,88,35,135,68,1,1,11,10,133.0,702,0,0,72,21,8,6,1,1,41,12,4,1
2680,Nicolae Negumereanu,1994-09-04,182.88,205.0,198.12,Orthodox,13,2,0,3.58,0.41,5.56,0.39,1.02,0.28,0.62,0.0,http://www.ufcstats.com/fighter-details/8c57c7b8c3bab0eb,0.0,61.0,31.0,79.0,46.0,1.5,0.0,9.0,6.5,10.0,706.5,0.0,0.0,51.0,22.0,8.5,5.0,3.0,3.0,38.0,15.0,0.0,0.0
2681,Steve Nelmark,,182.88,240.0,,Orthodox,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/13e62d766b709aa6,0,16,13,43,39,2,2,1,1,,445,1,0,15,12,1,1,0,0,2,1,13,11
2682,Shane Nelson,1984-11-29,175.26,155.0,177.8,Southpaw,16,7,0,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6,http://www.ufcstats.com/fighter-details/2db7fa8db6bc9632,0.0,53.0,15.0,105.0,57.0,6.0,0.5,15.0,1.0,42.0,900.0,1.0,0.0,45.5,11.0,6.0,3.0,1.0,0.5,33.0,8.5,3.0,2.0
2683,Roy Nelson,1976-06-20,182.88,263.0,185.42,Orthodox,22,14,0,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,http://www.ufcstats.com/fighter-details/3f7c14c7eca7195d,0,66,26,77,37,1,0,6,4,71.0,900,0,0,52,19,4,2,1,1,48,19,1,0
2684,Gunnar Nelson,1988-07-28,180.34,170.0,182.88,Switch,19,5,1,1.84,0.61,3.0,0.49,1.9,0.59,0.66,1.0,http://www.ufcstats.com/fighter-details/fd55393021a8c255,0,36,20,43,25,2,1,3,2,185.0,557,0,0,23,9,4,4,1,1,13,4,4,4
2685,Kyle Nelson,1991-04-20,180.34,145.0,180.34,Switch,16,5,1,3.65,0.45,4.69,0.52,1.1,0.2,0.73,0.6,http://www.ufcstats.com/fighter-details/31f8081c7600da93,0,93,50,114,79,1,0,3,2,208.0,796,0,0,76,20,18,15,6,6,55,27,1,0
2686,Lissette Neri,1987-08-05,157.48,145.0,,,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f4db63258ecf0613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,Mario Neto,,182.88,229.0,,Orthodox,13,5,0,1.89,0.5,1.89,0.7,2.84,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1209b5134401ca53,0,20,10,22,12,1,1,1,4,119.0,317,0,0,13,4,0,0,7,6,13,5,2,1
2688,Antonio Braga Neto,1987-10-29,190.5,185.0,195.58,Orthodox,9,3,0,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,http://www.ufcstats.com/fighter-details/fae67903c4fe636b,0,73,18,86,26,3,1,1,0,147.0,747,0,0,60,10,8,5,3,1,70,16,2,2
2689,Eduardo Neves,2000-03-16,187.96,263.0,198.12,Orthodox,7,2,0,7.69,0.65,6.15,0.55,5.77,0.66,0.0,0.0,http://www.ufcstats.com/fighter-details/1d688fa375d9431c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,Julio Cesar Neves Jr.,1994-04-25,172.72,145.0,,,33,1,0,1.98,0.35,4.81,0.51,1.06,0.25,0.76,0.0,http://www.ufcstats.com/fighter-details/195d0d3e14a2e256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2691,Nick Newell,1986-03-17,177.8,155.0,,Southpaw,14,2,0,3.53,0.46,4.07,0.36,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/f562238becb9ec50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,Journey Newson,1989-03-07,165.1,135.0,170.18,Orthodox,10,5,0,2.64,0.32,2.57,0.64,0.56,0.16,0.43,0.3,http://www.ufcstats.com/fighter-details/78f485f851891d68,0.0,75.5,21.5,87.5,30.5,3.0,1.0,1.0,1.0,52.5,661.5,0.0,0.0,55.0,6.5,9.5,6.0,9.0,6.0,66.5,14.0,1.0,1.0
2693,Jeff Newton,1966-12-11,187.96,205.0,,Sideways,4,2,0,0.28,0.2,1.41,0.52,0.0,0.0,0.0,8.5,http://www.ufcstats.com/fighter-details/94609dd91731d428,0,10,2,12,4,0,0,0,0,9.0,425,4,0,9,2,1,0,0,0,10,2,0,0
2694,Carlos Newton,1976-08-17,175.26,170.0,,Orthodox,16,14,0,0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9,http://www.ufcstats.com/fighter-details/952f6fa06f25a0ec,0,14,8,25,19,4,3,2,2,271.0,480,1,0,13,7,2,2,0,0,5,0,6,1
2695,Emanuel Newton,1984-01-02,185.42,205.0,,,26,12,1,1.92,0.49,1.35,0.51,2.02,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/fbbbc68d368832fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2696,Francis Ngannou,1986-09-05,193.04,250.0,210.82,Orthodox,17,3,0,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3,http://www.ufcstats.com/fighter-details/8d03ce87ca14e778,0.0,16.0,8.5,16.0,9.0,0.0,0.0,0.5,0.0,3.0,109.5,0.0,0.0,12.5,5.0,2.0,1.5,1.5,1.5,10.5,4.0,1.5,1.0
2697,Ben Nguyen,1988-08-03,165.1,125.0,165.1,Switch,16,8,0,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0,http://www.ufcstats.com/fighter-details/840d2c82ea68b9aa,0,65,21,82,37,1,0,4,2,55.0,581,0,0,46,13,7,7,1,1,32,7,1,1
2698,Steven Nguyen,1993-05-19,180.34,145.0,185.42,Switch,9,2,0,7.15,0.4,7.36,0.6,0.28,1.0,0.84,0.0,http://www.ufcstats.com/fighter-details/69037fc7730e4225,0,226,63,227,63,1,1,4,1,23.0,900,0,0,187,47,16,8,23,8,219,59,6,3
2699,Alex Nicholson,1990-05-02,193.04,185.0,195.58,Orthodox,7,4,0,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5,http://www.ufcstats.com/fighter-details/2b6d855c6e280fb1,0.0,41.0,17.0,42.0,18.0,0.0,0.0,3.0,1.0,0.0,342.5,0.0,0.0,29.0,8.0,4.5,3.0,7.5,6.0,35.0,13.5,0.0,0.0
2700,Bo Nickal,1996-01-14,185.42,185.0,193.04,Southpaw,6,0,0,1.64,0.62,0.5,0.7,7.46,0.5,0.0,7.5,http://www.ufcstats.com/fighter-details/35673bf5204524ee,0,10,7,10,7,4,1,0,0,150.0,174,2,0,10,6,2,1,0,0,5,3,1,1
2701,Mike Nickels,1971-12-13,193.04,205.0,,Orthodox,9,5,0,4.44,0.52,1.11,0.64,11.11,0.8,0.0,2.8,http://www.ufcstats.com/fighter-details/330ec26453c44a59,0.0,23.0,12.0,33.0,22.0,2.5,2.0,7.0,4.0,99.0,162.0,0.5,0.0,15.5,6.5,7.0,5.0,0.5,0.5,6.0,1.5,10.0,6.5
2702,Matheus Nicolau,1993-01-06,167.64,125.0,167.64,Orthodox,19,5,1,3.62,0.52,3.19,0.66,1.38,0.45,0.93,0.8,http://www.ufcstats.com/fighter-details/1a31ef98efce7a79,0.5,80.0,31.5,98.5,43.0,0.5,0.0,0.0,0.0,5.5,853.5,0.0,0.0,63.5,19.5,8.5,6.5,6.0,5.0,69.5,26.5,3.0,2.0
2703,Stewart Nicoll,1994-11-04,,125.0,,,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2bd98ab77a8daa75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2704,Jaimelene Nievera,1984-10-28,165.1,125.0,,Orthodox,7,4,0,1.67,0.53,8.73,0.33,1.79,0.16,0.0,0.0,http://www.ufcstats.com/fighter-details/3edf45e1717fa764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2705,Khomkrit Niimi,,157.48,125.0,,,6,10,0,0.0,0.0,5.73,0.44,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/52a003d768f10d91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
