fighter_id,fighter_name,fighter_dob,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_wins,fighter_losses,fighter_draws,fighter_slpm,fighter_str_acc_%,fighter_sapm,fighter_str_def_%,fighter_td_avg,fighter_td_acc_%,fighter_td_def_%,fighter_sub_avg,fighter_url,median_knockdowns,median_sig_strike_atts,median_sig_strikes,median_tot_strike_atts,median_tot_strikes,median_takedown_atts,median_takedowns,median_clinch_atts,median_clinchs,median_ctrl_time,median_total_fight_time,median_submissions,median_reversals,median_head_strike_atts,median_head_strikes,median_body_strike_atts,median_body_strikes,median_leg_strike_atts,median_leg_strikes,median_dist_strike_atts,median_dist_strikes,median_ground_atts,median_grounds
1,Tom Aaron,1978-07-13,,155.0,,,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/93fe7332d16c6ad9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Danny Abbadi,1983-07-03,180.34,155.0,,Orthodox,4,6,0,3.29,0.38,4.41,0.57,0.0,0.0,0.77,0.0,http://www.ufcstats.com/fighter-details/15df64c02b6b0fde,0.0,77.5,29.5,92.5,42.5,0.0,0.0,11.5,7.0,55.0,538.0,0.0,0.0,72.5,25.5,5.0,4.0,0.0,0.0,63.5,21.0,2.0,1.5
3,Nariman Abbasov,1994-02-01,172.72,155.0,167.64,Orthodox,28,4,0,3.0,0.2,5.67,0.46,0.0,0.0,0.66,0.0,http://www.ufcstats.com/fighter-details/59a9d6dac61c2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,David Abbott,,182.88,265.0,,Switch,10,15,0,1.35,0.3,3.55,0.38,1.07,0.33,0.66,0.0,http://www.ufcstats.com/fighter-details/b361180739bed4b0,0.0,18.5,11.5,36.0,27.5,0.0,0.0,3.0,2.5,,307.0,0.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0,4.5,2.0,5.5,2.0
5,Hamdy Abdelwahab,1993-01-22,187.96,264.0,182.88,Southpaw,5,0,0,3.87,0.52,3.13,0.59,3.0,0.75,0.0,0.0,http://www.ufcstats.com/fighter-details/3329d692aea4dc28,1,110,58,164,106,4,3,5,2,396.0,900,0,0,102,51,6,5,2,2,74,30,33,26
6,Mansur Abdul-Malik,1997-10-07,,185.0,,,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/841695e02c99a521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Shamil Abdurakhimov,1981-09-02,190.5,235.0,193.04,Orthodox,20,8,0,2.41,0.44,3.02,0.55,1.01,0.23,0.45,0.1,http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4,0,58,23,70,27,1,0,3,1,15.0,476,0,0,45,13,7,5,4,4,38,9,0,0
8,Hiroyuki Abe,,167.64,145.0,,Orthodox,8,15,3,1.71,0.36,3.11,0.63,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/c0ed7b208197e8de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Daichi Abe,1991-11-27,180.34,170.0,180.34,Orthodox,6,2,0,3.8,0.33,4.49,0.56,0.33,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/5140122c3eecd307,0,171,63,176,65,1,0,5,3,5.0,900,0,0,137,35,7,4,25,20,153,47,6,6
10,Papy Abedi,1978-06-30,180.34,185.0,,Southpaw,10,4,0,2.8,0.55,3.15,0.48,3.47,0.57,0.5,1.3,http://www.ufcstats.com/fighter-details/c9f6385af6df66d7,0.0,42.5,22.0,49.5,28.5,4.0,2.0,3.5,1.5,213.5,482.5,0.5,0.0,29.5,13.0,6.0,4.0,5.0,3.0,25.5,10.5,12.0,10.0
11,Ricardo Abreu,1984-04-27,180.34,185.0,,Orthodox,5,1,0,3.79,0.31,3.98,0.68,2.13,0.42,1.0,0.7,http://www.ufcstats.com/fighter-details/aa6e591c2a2cdecd,1.0,126.0,40.0,142.5,56.0,3.5,1.5,12.0,6.5,130.5,633.0,0.5,0.0,114.5,32.5,7.0,5.0,4.5,2.5,108.0,29.0,6.0,4.5
12,Klidson Abreu,1992-12-24,182.88,205.0,187.96,Orthodox,15,4,0,2.05,0.4,2.9,0.55,0.64,0.2,0.8,0.0,http://www.ufcstats.com/fighter-details/7279654c7674cd24,0.0,70.0,27.5,84.0,39.5,2.5,0.5,3.0,1.0,40.0,900.0,0.0,0.0,44.5,10.5,14.0,5.5,10.5,9.5,64.5,23.5,0.0,0.0
13,Cyborg Abreu,1980-12-20,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f689bd7bbd14b392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Daniel Acacio,1977-12-27,172.72,180.0,,Orthodox,30,18,0,3.52,0.36,2.85,0.62,0.33,0.2,0.81,0.0,http://www.ufcstats.com/fighter-details/1c5879330d42255f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,John Adajar,1991-06-22,175.26,170.0,190.5,Orthodox,6,2,0,3.9,0.52,6.28,0.44,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/989b85f6540c86b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Scott Adams,,182.88,225.0,,Southpaw,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2620f3eb21c79614,0,0,0,11,10,1,1,0,0,77.0,189,4,0,0,0,0,0,0,0,0,0,0,0
17,Juan Adams,1992-01-16,195.58,265.0,203.2,Orthodox,5,3,0,7.09,0.55,4.06,0.34,0.91,0.66,0.57,0.0,http://www.ufcstats.com/fighter-details/83b00f7597e5ac83,0.0,50.0,38.5,59.5,41.0,1.0,0.5,3.5,1.5,38.0,388.5,0.0,0.0,44.5,31.0,6.0,5.0,1.0,1.0,24.0,12.5,3.0,3.0
18,Anthony Adams,1988-01-13,185.42,185.0,193.04,Orthodox,8,2,0,3.17,0.41,5.93,0.44,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a77633a989013265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Zarrukh Adashev,1992-07-29,165.1,125.0,165.1,Southpaw,4,4,0,3.65,0.4,3.04,0.64,0.0,0.0,1.0,0.5,http://www.ufcstats.com/fighter-details/79cb2a690b9ba5e8,0.0,68.0,17.5,68.0,17.5,0.5,0.0,0.0,1.0,1.0,480.5,0.0,0.0,56.5,12.5,7.0,2.0,4.5,3.0,65.0,15.5,0.0,0.0
20,Israel Adesanya,1989-07-22,193.04,185.0,203.2,Switch,24,3,0,3.93,0.48,3.11,0.56,0.05,0.14,0.77,0.1,http://www.ufcstats.com/fighter-details/1338e2c7480bdf9e,0.0,147.0,61.0,157.5,66.0,0.0,0.0,2.5,1.5,4.5,1410.5,0.0,0.0,100.0,29.0,20.5,11.0,28.0,24.5,140.0,60.0,0.0,0.0
21,Sam Adkins,1965-04-26,190.5,225.0,,Orthodox,7,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/0e9869d712e81f8f,0,3,0,4,1,0,0,0,0,,48,0,0,3,0,0,0,0,0,3,0,0,0
22,Nick Agallar,1979-01-13,172.72,155.0,,Orthodox,24,6,0,0.69,0.11,4.56,0.42,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ebc5af72ad5a28cb,0,43,5,48,10,2,0,2,1,67.0,434,0,0,36,2,2,0,5,3,42,4,0,0
23,Mariya Agapova,1997-04-07,167.64,125.0,172.72,Southpaw,10,5,0,4.43,0.54,3.62,0.52,0.55,0.66,0.45,0.8,http://www.ufcstats.com/fighter-details/a08ddd04eaffd81d,0.0,49.0,28.5,81.5,53.5,0.0,0.0,4.0,3.5,32.0,418.5,0.5,0.0,40.5,20.5,7.0,5.5,1.0,0.5,27.5,9.5,8.0,5.0
24,Kantharaj Agasa,1992-02-16,,135.0,,,12,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/26f4288e83188c61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Marcelo Aguiar,,177.8,170.0,,Orthodox,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/44aa652b181bcf68,0,2,2,21,21,0,0,0,0,0.0,274,0,0,2,2,0,0,0,0,0,0,2,2
26,Fabio Aguiar,1988-02-10,182.88,185.0,,,17,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/501821d7fb7b95c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Edwin Aguilar,,177.8,185.0,,,26,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/6cadc0a0ba7dc015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Jessica Aguilar,1982-05-08,160.02,115.0,160.02,Orthodox,20,8,0,4.93,0.5,7.19,0.53,0.94,0.25,0.5,0.2,http://www.ufcstats.com/fighter-details/8f382b3baa954d2a,0,114,57,154,102,4,0,18,10,100.0,900,0,0,76,27,19,16,1,1,75,24,1,1
29,Kevin Aguilar,1988-09-07,170.18,155.0,185.42,Orthodox,17,5,0,3.96,0.4,4.81,0.52,0.16,0.16,0.78,0.0,http://www.ufcstats.com/fighter-details/cf946e03ba2e7666,0.0,135.0,70.0,159.5,73.0,3.0,0.0,7.0,4.0,28.5,900.0,0.0,0.0,100.0,39.0,19.0,11.5,11.5,10.0,128.0,56.5,0.0,0.0
30,Jesus Aguilar,1996-03-13,162.56,125.0,157.48,Orthodox,10,2,0,1.49,0.5,1.11,0.59,1.9,0.33,0.4,1.4,http://www.ufcstats.com/fighter-details/c051c2e12d692b8a,0,3,2,5,5,1,1,0,0,229.0,260,1,0,2,1,1,1,0,0,3,2,1,1
31,Christian Aguilera,1991-11-25,175.26,170.0,182.88,Switch,14,8,0,2.54,0.37,4.04,0.48,0.0,0.0,0.6,0.0,http://www.ufcstats.com/fighter-details/ae071698e1a3ccd4,0,11,4,15,5,1,0,0,0,32.0,172,0,0,9,1,0,0,4,4,11,4,0,0
32,Nick Aguirre,1996-01-15,175.26,135.0,187.96,Southpaw,7,2,0,0.73,0.33,2.89,0.45,1.16,0.2,0.33,0.6,http://www.ufcstats.com/fighter-details/0978385b2bd9ef9b,0.0,28.0,9.5,38.0,16.5,5.0,1.0,4.5,0.5,210.5,779.0,0.5,0.5,26.5,9.0,1.0,0.5,0.5,0.0,25.5,9.0,0.0,0.0
33,Mike Aina,,175.26,155.0,,Orthodox,14,6,1,2.87,0.33,6.33,0.59,0.0,0.0,0.71,0.0,http://www.ufcstats.com/fighter-details/9e3dbb9c68ed5d1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Ashiek Ajim,1994-06-19,172.72,135.0,180.34,Switch,6,2,0,5.0,0.4,11.25,0.25,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/49dea784f6cfed71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Hitomi Akano,1974-07-27,162.56,135.0,,Southpaw,18,10,0,0.59,0.45,2.58,0.55,0.0,0.0,0.08,0.5,http://www.ufcstats.com/fighter-details/2eada40ac8801559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Omari Akhmedov,1987-10-12,182.88,185.0,185.42,Orthodox,21,6,1,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2,http://www.ufcstats.com/fighter-details/16690d100f995f8f,0,97,35,118,50,2,1,6,4,102.0,900,0,0,66,23,9,5,5,4,85,29,6,4
37,Yoshihiro Akiyama,1975-07-29,177.8,170.0,190.5,Orthodox,14,6,0,3.1,0.41,3.62,0.57,2.29,0.67,0.92,1.0,http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,0,119,55,165,92,4,0,5,3,68.0,900,0,0,110,50,4,2,3,3,91,37,10,6
38,Rostem Akman,1991-12-19,177.8,170.0,182.88,Switch,6,2,0,1.8,0.25,3.97,0.57,1.0,0.4,0.87,0.0,http://www.ufcstats.com/fighter-details/1fc64507a0cb38cf,0.0,105.0,27.0,106.5,27.5,2.5,1.0,7.5,6.0,101.5,900.0,0.0,0.0,92.5,19.0,10.5,6.0,2.0,2.0,97.5,21.0,0.0,0.0
39,Razak Al-Hassan,1982-05-14,187.96,205.0,,Orthodox,13,5,0,3.27,0.39,3.14,0.6,0.65,0.14,0.57,0.0,http://www.ufcstats.com/fighter-details/38b50fd1e1b5b656,0.0,67.5,22.0,75.5,30.0,2.5,0.5,5.5,3.0,122.5,572.0,0.0,0.5,48.0,9.0,8.0,4.5,11.5,8.5,58.0,19.0,0.5,0.0
40,Abdul-Kareem Al-Selwady,1995-04-10,172.72,155.0,175.26,Orthodox,15,4,0,4.14,0.34,3.6,0.59,2.32,0.3,0.2,0.0,http://www.ufcstats.com/fighter-details/597499ac7a5aac62,0,68,38,84,50,7,3,7,4,164.0,649,0,0,34,15,11,8,23,15,61,34,0,0
41,Mostapha Al-Turk,1973-07-14,187.96,245.0,195.58,Orthodox,6,6,0,1.36,0.19,3.61,0.53,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1cf1310684a841f5,0,25,7,25,7,2,0,6,0,5.0,277,0,0,19,2,2,1,6,5,25,7,0,0
42,Herdem Alacabek,1991-06-07,187.96,205.0,190.5,Orthodox,5,1,0,3.84,0.65,6.66,0.23,2.06,0.5,0.42,0.0,http://www.ufcstats.com/fighter-details/7578cc6bd750206b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Javi Alanis,,167.64,135.0,,,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2144954270be834d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Alatengheili,1991-12-14,165.1,135.0,167.64,Orthodox,17,9,2,2.64,0.32,4.67,0.57,1.99,0.45,0.75,0.0,http://www.ufcstats.com/fighter-details/1897b7b913736a7c,0.0,123.0,41.5,161.5,67.5,2.5,1.5,0.0,0.0,65.5,900.0,0.0,0.0,94.5,29.5,11.5,6.5,10.5,6.5,115.0,35.0,2.5,2.0
45,Amir Albazi,1993-10-27,165.1,125.0,172.72,Orthodox,17,1,0,2.8,0.39,3.07,0.63,1.71,0.33,0.4,0.7,http://www.ufcstats.com/fighter-details/6d35bf94f7d30241,0,81,37,110,62,4,1,0,0,218.0,733,0,0,67,23,10,6,4,4,58,23,5,3
46,Brett Albee,,,225.0,,,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9b28292abe3166d5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,John Albert,1986-10-13,172.72,135.0,172.72,Orthodox,6,5,0,3.05,0.49,2.82,0.35,0.0,0.0,0.5,6.1,http://www.ufcstats.com/fighter-details/7bd94b60d7521e4a,0,18,6,22,16,1,0,1,0,82.0,258,2,0,14,3,3,2,1,1,10,3,1,1
48,Junior Albini,1991-03-15,190.5,264.0,187.96,Orthodox,14,6,0,3.98,0.51,6.08,0.52,1.54,0.37,1.0,0.0,http://www.ufcstats.com/fighter-details/c482c8605455a213,0,41,19,47,25,1,0,10,2,81.0,218,0,0,24,7,5,3,8,7,26,15,0,0
49,Wes Albritton,,177.8,188.0,,Orthodox,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/184b955181bdef52,0,0,0,0,0,0,0,0,0,,31,0,0,0,0,0,0,0,0,0,0,0,0
50,Aleksandra Albu,1990-07-14,157.48,115.0,160.02,Orthodox,3,2,0,4.83,0.47,5.56,0.38,2.27,0.5,0.77,0.4,http://www.ufcstats.com/fighter-details/e76d9f656ceb82ab,0.0,101.0,48.5,113.0,59.5,3.0,1.0,23.0,19.5,155.5,707.0,0.0,0.0,72.0,23.0,15.5,13.0,6.0,4.5,66.0,20.0,2.0,1.0
51,Israel Albuquerque,,,185.0,,Orthodox,0,3,0,0.32,0.13,3.34,0.25,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/dd1b90eea08887f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Juan Alcain,,,,,,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/39f62b833e4cf126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Iuri Alcantara,1980-08-04,175.26,135.0,180.34,Southpaw,35,10,0,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,http://www.ufcstats.com/fighter-details/2f95a3c6d58b2aad,0,52,23,79,38,1,0,2,2,67.0,900,0,0,39,16,5,4,1,1,40,13,7,6
54,Ildemar Alcantara,1982-11-18,187.96,185.0,198.12,Orthodox,21,11,0,1.93,0.38,2.63,0.5,2.0,0.68,0.81,0.9,http://www.ufcstats.com/fighter-details/7c6e87729e824ef4,0,66,22,71,33,2,1,4,3,73.0,900,0,0,56,14,11,9,2,2,56,19,3,1
55,Alfonso Alcarez,1970-06-10,160.02,145.0,,,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1e38bba6738b7b10,0,62,34,101,69,2,1,53,21,127.0,600,0,0,47,21,8,6,7,7,15,9,10,4
56,Gilbert Aldana,1977-08-25,185.42,250.0,,Orthodox,6,2,0,2.91,0.54,6.26,0.26,2.57,0.4,0.33,0.0,http://www.ufcstats.com/fighter-details/d26934530dc5b248,0.0,31.0,17.0,44.0,29.0,2.5,1.0,33.5,9.5,141.5,350.0,0.0,0.0,25.0,12.0,3.0,3.0,3.0,2.0,7.0,3.0,6.0,4.5
57,Irene Aldana,1988-03-26,175.26,135.0,172.72,Orthodox,15,7,0,5.24,0.4,6.33,0.57,0.16,0.5,0.76,0.2,http://www.ufcstats.com/fighter-details/578ef12674df1e6a,0,247,105,248,106,0,0,3,3,18.0,900,0,0,185,67,23,11,14,12,234,100,4,4
58,Hector Aldana,1988-08-17,180.34,170.0,182.88,Orthodox,4,3,0,3.59,0.38,5.08,0.59,0.93,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c487223b0289bda9,0,90,39,92,41,0,0,0,0,11.0,585,0,0,59,17,10,6,21,16,89,38,0,0
59,Jose Alday,1991-09-14,170.18,135.0,172.72,Orthodox,14,6,1,3.13,0.44,3.13,0.58,0.0,0.0,0.57,0.0,http://www.ufcstats.com/fighter-details/7460ddef986d3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Jose Aldo,1986-09-09,170.18,135.0,177.8,Orthodox,32,8,0,3.63,0.46,3.73,0.6,0.51,0.53,0.91,0.1,http://www.ufcstats.com/fighter-details/d0f3959b4a9747e6,0.0,128.0,60.5,140.0,71.0,0.0,0.0,3.0,2.0,57.0,900.0,0.0,0.0,94.5,39.5,13.0,7.5,7.0,6.0,121.5,57.0,2.0,1.0
61,JJ Aldrich,1992-09-29,165.1,125.0,170.18,Southpaw,13,7,0,3.88,0.46,4.38,0.6,0.66,0.23,0.66,0.0,http://www.ufcstats.com/fighter-details/6fd953151d981979,0,131,56,164,78,2,0,9,8,62.0,900,0,0,107,35,13,10,12,9,114,46,0,0
62,Irina Alekseeva,1990-06-27,172.72,135.0,170.18,Orthodox,5,2,0,3.84,0.43,3.55,0.48,0.87,0.2,1.0,0.9,http://www.ufcstats.com/fighter-details/103e2e33a60683e1,0.5,66.0,28.5,75.0,34.5,2.0,0.5,2.0,1.0,25.0,515.5,0.0,0.0,44.5,13.0,3.5,1.0,18.0,14.5,61.5,26.5,2.5,1.0
63,Talita Alencar,1990-10-17,154.94,115.0,147.32,Orthodox,5,0,1,2.37,0.28,4.8,0.48,2.5,0.15,0.5,0.0,http://www.ufcstats.com/fighter-details/d35298b6df168456,0,157,36,176,48,9,1,12,8,164.0,900,0,0,125,21,25,12,7,3,133,21,12,7
64,Jim Alers,1986-10-14,175.26,145.0,180.34,Orthodox,13,3,0,2.9,0.4,4.38,0.56,2.26,0.41,0.8,0.3,http://www.ufcstats.com/fighter-details/fe5a9547479396ab,0.0,88.5,41.5,95.0,51.5,4.0,0.5,11.5,9.0,162.0,749.5,0.0,0.0,67.0,32.5,9.5,7.5,6.5,5.5,66.5,26.0,2.0,2.0
65,John Alessio,1979-07-05,177.8,155.0,182.88,Orthodox,35,17,0,2.1,0.39,2.91,0.54,1.85,0.38,0.7,1.2,http://www.ufcstats.com/fighter-details/7a15f3694c5cbc02,0,103,35,134,63,2,1,7,5,262.0,900,0,0,80,27,5,2,0,0,64,20,5,4
66,Houston Alexander,1972-03-22,182.88,205.0,182.88,Orthodox,17,15,1,3.06,0.54,3.2,0.52,1.19,0.57,0.33,0.0,http://www.ufcstats.com/fighter-details/0541480fbf719d86,0.0,20.5,14.5,25.5,17.5,0.0,0.0,5.5,3.0,18.0,133.0,0.0,0.0,16.0,9.0,2.0,1.0,1.0,1.0,5.5,1.0,3.5,2.5
67,Kenneth Alexander,1977-09-25,175.26,155.0,,Orthodox,7,6,0,0.88,0.19,2.2,0.66,4.71,0.26,0.0,0.0,http://www.ufcstats.com/fighter-details/8fd76e1b49c00ae2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Lucas Alexander,1995-07-28,180.34,145.0,185.42,Orthodox,8,4,0,5.23,0.55,1.83,0.71,0.0,0.0,0.57,0.0,http://www.ufcstats.com/fighter-details/11583163f45c7b31,0,16,11,16,11,0,0,2,0,0.0,122,0,0,10,6,3,2,3,3,16,11,0,0
69,Marcio Alexandre Junior,1989-05-05,182.88,185.0,190.5,Southpaw,17,4,0,1.61,0.45,2.89,0.42,0.35,0.2,0.66,0.7,http://www.ufcstats.com/fighter-details/d53482bef23235ba,0,48,23,53,28,1,0,4,3,5.0,900,0,0,36,12,10,9,2,2,48,23,0,0
70,Olaf Alfonso,1974-08-06,187.96,170.0,,Orthodox,8,12,0,1.65,0.38,4.77,0.53,0.37,0.07,0.22,0.7,http://www.ufcstats.com/fighter-details/b757c73f443d4fca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Pablo Alfonso,1983-05-09,172.72,145.0,,,9,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4b37a0bc2ab4cae1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Levi Alford,,,,,,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/41b34b7f11f6d085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Bill Algeo,1989-06-09,182.88,145.0,185.42,Switch,18,9,0,5.88,0.51,4.38,0.47,1.03,0.5,0.55,0.1,http://www.ufcstats.com/fighter-details/9abc648e76c4493a,0.0,106.0,56.0,114.5,71.5,2.5,1.5,3.5,2.0,232.0,900.0,0.0,0.0,76.0,27.5,12.0,8.0,9.0,5.5,89.0,38.5,3.5,2.0
74,Royce Alger,,177.8,199.0,,Orthodox,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/669a3cb6e394f515,0.0,16.0,7.0,17.5,8.5,4.5,1.0,3.5,1.5,,237.5,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,3.5,0.0,10.5,5.5
75,Amir Aliakbari,1984-06-10,190.5,250.0,,,10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e17770faae3ca54c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Sultan Aliev,1984-09-17,180.34,170.0,187.96,Orthodox,15,3,0,1.41,0.45,2.2,0.56,1.76,0.38,1.0,0.0,http://www.ufcstats.com/fighter-details/e70de1859b7ee78e,0.0,51.5,23.5,74.0,43.0,2.0,0.0,6.5,4.0,116.5,750.0,0.0,0.0,23.0,7.5,10.5,5.5,7.5,7.0,38.0,13.5,1.0,1.0
77,Nurullo Aliev,2000-12-08,177.8,155.0,182.88,Orthodox,9,0,0,2.5,0.51,0.46,0.59,3.06,0.44,0.0,0.0,http://www.ufcstats.com/fighter-details/ca28cdf526d6b6e9,0,45,19,140,92,4,3,0,0,651.0,900,0,1,42,19,1,0,2,0,10,1,35,18
78,Ikram Aliskerov,1992-12-07,182.88,185.0,193.04,Southpaw,15,2,0,7.03,0.6,7.27,0.36,1.82,0.33,0.0,1.8,http://www.ufcstats.com/fighter-details/b07aed698fba8624,0,28,17,28,17,0,0,0,0,0.0,127,0,0,14,4,6,6,1,1,28,17,0,0
79,Leon Aliu,1989-07-14,182.88,185.0,187.96,Orthodox,10,2,0,6.32,0.5,10.11,0.38,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/6db394bf6c3b017c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,John Allan,1993-02-22,185.42,205.0,190.5,Orthodox,13,7,0,3.56,0.42,5.74,0.52,1.4,0.71,0.5,0.8,http://www.ufcstats.com/fighter-details/6ebe96a116e79e52,0,128,55,154,75,1,1,2,1,15.0,900,0,0,106,38,14,10,9,9,94,31,1,0
81,George Allen,1967-01-13,187.96,205.0,,Open Stance,13,19,2,0.8,0.38,3.1,0.43,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/1e13936d708bcff7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Arnold Allen,1994-01-22,172.72,145.0,177.8,Southpaw,20,3,0,3.45,0.41,2.88,0.61,0.93,0.47,0.75,0.3,http://www.ufcstats.com/fighter-details/040a74bb0a465c54,0,101,35,117,50,1,0,3,2,9.0,900,0,0,85,27,8,6,3,2,88,29,0,0
83,Brendan Allen,1995-12-28,187.96,185.0,190.5,Orthodox,24,5,0,3.98,0.53,3.83,0.47,1.74,0.47,0.58,1.4,http://www.ufcstats.com/fighter-details/2f181c0467965b98,0.0,61.5,36.5,70.5,44.5,1.5,0.0,2.0,1.0,121.0,474.0,0.0,0.0,52.5,25.5,5.0,4.0,2.5,2.5,43.5,19.5,1.5,1.5
84,Daniel Allen,1992-08-10,182.88,155.0,190.5,Southpaw,5,0,0,7.6,0.51,5.87,0.53,2.0,0.66,1.0,0.0,http://www.ufcstats.com/fighter-details/adf9a901308fb8e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Ben Alloway,1981-02-19,180.34,170.0,193.04,Orthodox,18,8,0,1.28,0.49,1.9,0.59,0.62,0.5,0.26,0.0,http://www.ufcstats.com/fighter-details/c4fe2e9a06ea5bcb,0,26,9,28,18,0,0,4,2,28.0,297,0,0,19,7,3,3,3,1,17,8,1,1
